,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Children,Family_size,Is_Parent,Customer_For,Amount Spent,Cluster,PC_Clusters
778,3,1,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,66,0,2,0,878,729,1,1
779,2,0,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,73,0,1,0,505,50,0,2
780,2,1,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,45,2,4,1,403,270,0,2
781,2,0,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,62,1,2,1,581,177,0,2
782,3,0,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,61,0,1,0,685,315,0,2
783,3,1,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,69,1,3,1,161,767,2,0
784,1,0,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,58,1,2,1,774,1071,2,0
785,2,1,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,50,0,2,0,671,1580,1,1
786,2,1,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,55,1,3,1,357,60,0,2
787,3,1,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,53,1,3,1,358,573,2,0
788,2,0,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,67,2,3,1,620,41,0,2
789,2,1,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,72,2,4,1,686,170,0,0
790,3,0,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,79,0,1,0,574,1167,1,1
791,2,1,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,65,0,2,0,550,1526,1,1
792,3,1,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,47,2,4,1,604,458,2,0
793,3,1,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,52,1,3,1,258,63,0,2
794,2,1,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,66,1,3,1,411,405,2,0
795,2,1,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,51,2,4,1,624,1027,2,0
796,2,0,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,51,1,2,1,550,1478,1,0
797,2,1,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,42,0,2,0,416,72,0,2
798,2,0,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,51,1,2,1,595,48,0,2
799,2,0,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,48,0,1,0,189,726,1,1
800,3,1,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,68,1,3,1,613,860,2,0
801,3,1,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,37,0,2,0,378,1497,1,1
802,3,1,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,53,1,3,1,1,495,2,0
803,2,1,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,47,2,4,1,3,20,0,2
804,2,0,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,69,0,1,0,742,570,0,2
805,2,1,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,51,1,3,1,252,769,2,0
806,1,1,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,45,1,3,1,696,55,0,2
807,3,0,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,43,0,1,0,580,1808,1,1
808,2,1,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,51,1,3,1,485,55,0,2
809,2,0,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,62,0,1,0,174,577,0,1
810,2,1,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,60,0,2,0,597,162,0,2
811,2,1,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,64,1,3,1,563,1957,2,0
812,1,0,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,64,1,2,1,599,1576,1,0
813,2,1,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,69,3,5,1,519,1616,2,0
814,2,0,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,61,3,4,1,370,36,0,2
815,3,0,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,65,1,2,1,396,1482,2,0
816,2,1,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,39,1,3,1,337,22,0,2
817,3,0,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,47,2,3,1,379,63,0,2
818,2,0,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,31,0,1,0,788,680,1,2
819,3,1,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,56,2,4,1,580,542,2,0
820,1,1,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,43,1,3,1,664,50,0,2
821,2,1,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,56,2,4,1,660,39,0,2
822,2,1,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,67,1,3,1,617,1043,2,0
823,3,0,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,51,1,2,1,590,385,2,0
824,2,0,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,43,0,1,0,804,1633,1,1
825,1,0,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,43,1,2,1,667,46,0,2
826,2,0,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,46,1,2,1,260,761,2,0
827,2,1,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,73,2,4,1,577,76,0,2
828,2,1,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,49,1,3,1,737,290,0,0
829,2,0,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,35,1,2,1,1,89,0,2
830,2,1,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,42,1,3,1,786,70,0,2
831,1,1,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,63,0,2,0,497,1066,1,1
832,2,1,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,53,0,2,0,327,2009,1,1
833,1,0,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,32,0,1,0,798,1345,1,1
834,3,0,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,67,1,2,1,712,764,2,0
835,2,0,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,60,1,2,1,409,195,0,2
836,2,1,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,43,2,4,1,427,53,0,2
837,2,0,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,49,1,2,1,541,368,2,0
838,3,1,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,69,1,3,1,35,544,2,0
839,1,1,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,66,0,2,0,908,1853,1,1
840,3,1,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,57,2,4,1,194,35,0,2
841,3,1,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,49,1,3,1,264,446,2,2
842,2,0,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,44,1,2,1,701,1180,2,0
843,3,1,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,50,1,3,1,247,41,0,2
844,2,1,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,38,2,4,1,655,727,2,0
845,2,1,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,57,2,4,1,970,40,0,2
846,1,1,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,34,0,2,0,580,1062,1,1
847,2,1,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,54,1,3,1,314,40,0,2
848,3,1,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,54,2,4,1,294,292,0,0
849,2,1,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,36,0,2,0,461,15,0,2
850,1,1,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,34,1,3,1,970,341,2,0
851,1,0,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,48,1,2,1,354,369,2,2
852,3,1,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,50,1,3,1,395,401,2,0
853,3,0,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,57,1,2,1,620,393,0,2
854,3,0,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,37,2,3,1,438,10,0,2
855,2,1,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,45,1,3,1,549,486,2,0
856,2,1,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,44,1,3,1,780,69,0,2
857,3,1,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,40,0,2,0,434,1727,1,1
858,2,0,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,64,1,2,1,188,995,2,1
859,2,1,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,47,1,3,1,30,45,0,2
860,1,0,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,42,2,3,1,246,182,0,2
861,3,1,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,45,1,3,1,544,989,2,0
862,2,1,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,70,0,2,0,445,1677,1,1
863,3,0,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,52,2,3,1,524,595,2,0
864,2,1,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,40,1,3,1,660,156,0,2
865,3,0,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,67,0,1,0,216,1226,1,1
866,1,1,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,45,1,3,1,688,128,0,2
867,2,0,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,51,1,2,1,65,86,0,2
868,2,1,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,48,1,3,1,781,68,0,2
869,2,0,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,48,2,3,1,501,16,0,2
870,1,1,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,42,2,4,1,170,55,0,2
871,3,0,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,51,0,1,0,727,2114,1,1
872,3,1,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,53,0,2,0,667,2018,1,1
873,3,0,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,70,3,4,1,740,263,0,0
874,2,1,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,64,2,4,1,389,55,0,2
875,2,1,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,61,2,4,1,701,564,2,0
876,3,0,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,45,0,1,0,355,1281,1,1
877,2,1,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,50,1,3,1,460,83,0,2
878,3,0,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,58,2,3,1,849,353,2,0
879,2,1,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,40,0,2,0,326,1003,1,1
880,1,0,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,32,1,2,1,220,14,0,2
881,3,0,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,80,0,1,0,703,902,0,1
882,3,0,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,51,1,2,1,724,1139,2,0
883,2,1,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,67,1,3,1,516,797,2,0
884,2,0,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,65,1,2,1,317,1638,2,0
885,3,1,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,49,1,3,1,393,401,2,2
886,2,0,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,37,1,2,1,410,84,0,2
887,2,1,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,65,0,2,0,552,928,1,1
888,2,0,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,53,1,2,1,477,203,2,2
889,2,1,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,56,0,2,0,510,858,1,1
890,2,1,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,50,0,2,0,603,409,0,2
891,2,1,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,54,3,5,1,622,282,0,0
892,2,0,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,46,0,1,0,93,1423,1,1
893,2,0,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,62,0,1,0,380,1449,1,1
894,2,0,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,52,1,2,1,662,28,0,2
895,2,1,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,49,1,3,1,249,67,0,2
896,3,1,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,37,0,2,0,64,199,0,2
897,3,0,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,57,0,1,0,525,1453,1,1
898,2,1,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,31,0,2,0,513,1253,1,1
899,3,0,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,60,1,2,1,680,1198,2,0
900,3,1,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,51,1,3,1,510,178,0,2
901,2,0,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,29,0,1,0,999,1990,1,1
902,2,1,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,69,0,2,0,396,976,1,1
903,3,1,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,63,0,2,0,345,1001,1,1
904,3,1,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,41,0,2,0,516,1919,1,1
905,1,0,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,69,1,2,1,384,350,2,2
906,3,0,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,69,0,1,0,567,1650,1,1
907,3,1,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,68,2,4,1,237,46,0,2
908,2,0,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,30,0,1,0,598,1228,1,1
909,3,0,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,54,1,2,1,681,95,0,2
910,3,1,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,75,2,4,1,245,62,0,2
911,2,1,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,37,1,3,1,202,1761,2,0
912,3,1,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,44,0,2,0,827,467,0,2
913,2,1,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,45,0,2,0,65,1149,1,1
914,1,0,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,41,0,1,0,341,2052,1,1
915,2,0,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,30,0,1,0,245,1127,1,1
916,3,1,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,47,1,3,1,384,1416,2,0
917,3,1,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,49,0,2,0,124,1113,1,1
918,2,0,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,34,1,2,1,65,125,0,2
919,3,0,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,72,1,2,1,728,966,2,0
920,1,1,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,34,1,3,1,714,32,0,2
921,2,0,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,71,0,1,0,198,833,1,1
922,3,1,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,52,1,3,1,195,46,0,2
923,2,1,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,52,0,2,0,408,960,1,1
924,3,1,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,53,1,3,1,563,1829,2,0
925,2,0,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,52,1,2,1,510,779,2,0
926,3,0,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,48,1,2,1,454,811,2,0
927,1,0,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,71,2,3,1,426,1120,2,0
928,3,1,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,61,1,3,1,504,725,2,0
929,2,0,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,40,0,1,0,557,1187,1,1
930,2,1,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,70,0,2,0,612,2302,1,1
931,1,0,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,37,0,1,0,714,66,0,2
932,3,1,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,36,0,2,0,1061,1250,2,0
933,1,1,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,41,1,3,1,293,683,2,0
934,2,0,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,44,2,3,1,432,305,2,2
935,2,1,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,46,1,3,1,542,50,0,2
936,1,0,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,48,1,2,1,1061,995,2,2
937,3,1,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,44,1,3,1,62,41,0,2
938,3,1,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,47,2,4,1,123,77,0,2
939,3,0,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,50,2,3,1,676,171,0,0
940,3,0,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,52,2,3,1,396,131,0,2
941,3,1,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,47,2,4,1,31,54,0,2
942,3,1,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,47,2,4,1,430,53,0,2
943,2,1,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,58,1,3,1,1059,475,2,0
944,2,0,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,71,1,2,1,841,694,2,0
945,2,1,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,50,2,4,1,154,96,0,2
946,3,0,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,66,1,2,1,588,361,2,0
947,2,0,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,56,1,2,1,806,1079,2,0
948,3,0,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,61,1,2,1,154,578,0,0
949,3,1,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,54,1,3,1,706,64,0,2
950,3,1,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,48,1,3,1,418,149,0,2
951,2,1,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,43,2,4,1,164,231,0,0
952,2,1,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,64,1,3,1,362,728,2,0
953,2,1,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,50,0,2,0,474,1778,1,1
954,2,1,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,50,1,3,1,726,93,0,2
955,3,1,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,49,1,3,1,602,23,0,2
956,2,1,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,43,1,3,1,784,662,2,0
957,2,1,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,35,0,2,0,307,1198,1,1
958,3,1,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,55,3,5,1,688,81,0,2
959,1,1,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,35,1,3,1,725,92,0,2
960,1,0,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,64,1,2,1,384,491,2,0
961,3,1,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,52,0,2,0,783,1564,1,1
962,2,1,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,61,0,2,0,279,926,1,1
963,3,1,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,64,0,2,0,1063,1910,1,1
964,3,1,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,58,3,5,1,391,411,2,0
965,2,1,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,71,2,4,1,280,94,0,2
966,2,1,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,69,1,3,1,362,1085,2,0
967,1,0,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,63,2,3,1,364,23,0,2
968,2,0,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,58,0,1,0,167,6,0,2
969,3,0,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,44,1,2,1,516,54,0,2
970,2,0,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,45,1,2,1,418,1150,2,0
971,2,1,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,73,0,2,0,478,1415,1,1
972,3,1,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,49,1,3,1,472,405,2,0
973,3,1,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,45,0,2,0,376,1908,1,1
974,2,1,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,54,0,2,0,407,2486,1,1
975,1,0,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,47,0,1,0,366,1315,1,1
976,3,0,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,67,2,3,1,160,45,0,2
977,2,0,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,69,0,1,0,260,1789,1,1
978,1,1,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,51,1,3,1,737,19,0,2
979,3,1,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,42,1,3,1,827,573,2,0
980,2,0,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,34,1,2,1,291,805,2,0
981,2,0,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,69,2,3,1,167,108,0,2
982,2,0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,28,0,1,0,255,23,0,2
983,2,1,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,45,0,2,0,451,1493,1,1
984,2,1,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,66,2,4,1,284,89,0,2
985,2,1,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,50,1,3,1,480,936,2,0
986,2,0,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,67,1,2,1,635,343,2,0
987,3,0,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,67,1,2,1,788,528,2,0
988,3,0,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,36,0,1,0,452,1901,1,1
989,1,1,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,42,2,4,1,619,724,2,0
990,2,1,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,36,1,3,1,661,58,0,2
991,3,1,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,69,1,3,1,568,297,2,0
992,2,0,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,69,1,2,1,672,488,2,0
993,3,1,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,70,1,3,1,939,859,2,0
994,2,1,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,71,0,2,0,366,1574,1,1
995,2,1,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,55,2,4,1,314,69,0,2
996,3,0,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,60,2,3,1,427,17,0,2
997,2,1,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,44,1,3,1,833,2194,2,0
998,3,1,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,47,1,3,1,35,116,0,2
999,2,0,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,45,1,2,1,521,279,2,0
1000,3,1,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,55,1,3,1,788,103,0,2
1001,3,1,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,52,2,4,1,232,44,0,2
1002,3,1,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,72,0,2,0,231,406,1,1
1003,1,1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,58,0,2,0,155,1363,1,1
1004,2,1,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,54,0,2,0,557,236,0,1
1005,2,1,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,50,1,3,1,645,39,0,2
1006,2,0,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,47,0,1,0,654,137,0,2
1007,2,1,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,50,1,3,1,170,79,0,2
1008,3,1,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,49,1,3,1,517,63,0,2
1009,3,1,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,70,3,5,1,612,1314,2,0
1010,3,1,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,57,1,3,1,165,71,0,2
1011,2,1,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,45,1,3,1,1000,58,0,2
1012,3,1,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,56,1,3,1,489,702,2,0
1013,2,0,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,45,1,2,1,472,94,0,2
1014,1,0,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,36,1,2,1,676,80,0,2
1015,3,0,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,65,1,2,1,697,22,0,2
1016,1,1,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,59,1,3,1,969,1211,2,0
1017,2,1,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,52,0,2,0,525,1461,1,1
1018,2,0,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,52,0,1,0,688,1968,1,1
1019,2,1,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,54,0,2,0,164,1091,1,1
1020,1,1,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,46,1,3,1,683,55,0,2
1021,2,1,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,50,0,2,0,1,1366,1,1
1022,2,0,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,43,0,1,0,829,313,0,2
1023,3,1,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,65,2,4,1,283,62,0,2
1024,3,0,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,51,2,3,1,444,92,0,2
1025,3,1,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,52,1,3,1,251,72,0,2
1026,2,1,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,70,1,3,1,556,655,2,0
1027,2,1,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,64,1,3,1,227,704,2,0
1028,2,1,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,69,2,4,1,1000,54,0,0
1029,2,0,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,32,0,1,0,809,178,2,2
1030,2,1,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,61,0,2,0,197,1033,1,1
1031,2,1,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,37,1,3,1,494,36,0,2
1032,3,0,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,58,1,2,1,784,122,0,2
1033,3,1,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,57,1,3,1,437,122,0,2
1034,3,1,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,63,1,3,1,419,1123,2,0
1035,2,1,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,39,1,3,1,753,497,2,0
